	Active_A	Active_B	Active_C	Active_D	Active_E	Active_F	Active_G	Active_H	Active_I	Active_J	Active_K	Active_L	Active_M	Active_N	Active_O	Active_P	Active_Q	Active_R	Active_S	Active_T	Active_U	Active_V	Former_A	Former_B	Former_C	Former_D	Former_E	Former_F	Former_G	Former_H	Former_I	Former_J	Former_K	Former_L	Former_M	Former_N	Former_O	Former_P	Former_Q	Former_R	Former_S	Former_T	Former_U	Former_V	Former_X	Former_Y	Never_A	Never_B	Never_C	Never_D	Never_E	Never_F	Never_G	Never_H	Never_I
C.Betaproteobacteria.02	0	0	0.000102976	0.000347423	0.000373832	0	0	0	0.000408497	0.0003314	0	0	0.00132714	0.000849979	0	0	0	0	0	0.00082631	0.000737191	0.000437445	0	0	0	0.000413964	0.011265992	0	0.00074129	0	0	0	0	0	0.000648508	0	0.000251889	0	0.000207943	0.000408163	0	0.000464857	0.000220702	0	0	0.000816327	0.001068947	0.00122474	0	0	0	0	0.00135318	0	0.000571755
C.Gammaproteobacteria.01	0.000949367	0	0.005045824	0.000347423	0.000373832	0.000461574	0.000681044	0.00049128	0.000245098	0.001491301	0.085219707	0.001410835	0.00331785	0.000424989	0.000576369	0	0.002919708	0	0	0	0.000860057	0.000437445	0	0	0.000155958	0	0	0	0.00074129	0	0	0	0	0.000337952	0	0.001052078	0	0	0.003119152	0.160952381	0.003827751	0.000557828	0.000220702	0.003552398	0	0.000816327	0.000356316	0.00122474	0	0	0.000182415	0.000515464	0	0	0
C.Gammaproteobacteria.02	0.004746835	0.010546767	0.003913088	0.004979734	0.000373832	0.007154396	0.024290579	0	0.004738562	0.007953604	0.001331558	0.006772009	0.00066357	0.002974926	0.00518732	0	0.001459854	0	0.001485884	0.001487357	0.000737191	0.003499563	0.001378043	0.000257235	0.006550218	0.000137988	0.000190949	0.003579098	0.005436126	0.001980198	0.010282776	0	0	0.00337952	0	0.002104156	0.000755668	0	0.001871491	0.002585034	0.001913876	9.30E-05	0.001986316	0	0.002076125	0.002176871	0.009798682	0.00061237	0	0.000226091	0.000729661	0.006701031	0	0	0.001143511
C.Gammaproteobacteria.03	0.00221519	0.006661116	0.00411904	0.003126809	0.000373832	0.006000462	0.015664018	0.00049128	0.004003268	0.004805302	0.002663116	0.003386005	0	0.001487463	0.001152738	0	0	0.003921569	0.000742942	0.001487357	0.000860057	0.000437445	0	0.000128617	0.001871491	0	0	0.003579098	0.002965159	0	0.010282776	0.003669725	0.00317965	0.001013856	0	0.002104156	0.002015113	0	0.001975463	0.002040816	0	9.30E-05	0.00242772	0	0.001384083	0.001904762	0.00498842	0.002449479	0.001915709	0.000226091	0.000547246	0.002061856	0	0	0
C.Gammaproteobacteria.04	0.003481013	0.004440744	0.002883328	0.00208454	0	0.001384722	0.007718502	0.00024564	0.001797386	0.003314002	0.00665779	0.004232506	0.00066357	0.002974926	0	0	0	0	0.001485884	0.001156834	0.001228652	0.000437445	0.002296739	0.000128617	0.001403618	0	0	0.00071582	0.001729676	0	0.002570694	0.003669725	0.001589825	0.008110848	0.002594034	0	0.000251889	0	0.002183406	0.001904762	0	9.30E-05	0.001544913	0.003552398	0.004152249	0.001088435	0.004275788	0	0	0	0.000729661	0.006701031	0.00135318	0	0
C.Gammaproteobacteria.05	0.000316456	0.000555093	0.000308928	0.004284887	0	0.004154166	0.003859251	0	0.001388889	0.0006628	0.001331558	0.007336343	0.00066357	0.000424989	0.000576369	0	0	0	0	0.000495786	0.002211574	0.000437445	0.003215434	0	0.001247661	0	0	0	0.000988386	0.001980198	0	0	0.001589825	0.002027712	0.001945525	0.002104156	0.000503778	0	0.000935745	0.000544218	0.002870813	0	0	0	0	0.000272109	0.006769998	0.003061849	0	0	0.000729661	0	0	0	0.001715266
C.Gammaproteobacteria.06	0.000316456	0.000555093	0.000617856	0.000347423	0	0.000692361	0.000908059	0	0.000490196	0.0006628	0.005326232	0.001410835	0.00066357	0.001487463	0.000576369	0	0	0	0	0.000330524	0.000491461	0.000437445	0.000918695	0	0.00062383	0	0	0	0	0	0.002570694	0	0	0.002027712	0.001297017	0.000526039	0.000251889	0	0.001559576	0.008435374	0	0	0	0	0.002076125	0.000544218	0.001068947	0	0	0	0.000182415	0	0	0	0
C.Gammaproteobacteria.07	0.000632911	0.000277546	0.000102976	0	0.000747664	0.000461574	0.000681044	0	0.001715686	0.001491301	0	0.000282167	0	0.001062473	0.006340058	0	0	0.005882353	0	0.000165262	0	0	0	0.000128617	0.001091703	0	0	0.00071582	0	0.001980198	0.002570694	0	0	0.00337952	0.001297017	0.001052078	0	0	0.002287378	0.000272109	0.000956938	0	0.001544913	0.005328597	0	0.000272109	0.000356316	0.003674219	0	0.000226091	0.00036483	0.003608247	0.00270636	0.002314815	0.002287021
C.Gammaproteobacteria.08	0	0.001942825	0.000102976	0.000810654	0	0.000461574	0	0	0.000245098	0.001988401	0.002663116	0.002539503	0.00132714	0.000849979	0	0	0.002919708	0	0.002971768	0.000991572	0	0.000437445	0.000918695	0.000128617	0.000467873	0	0	0	0.001976773	0.001980198	0	0.003669725	0.001589825	0.002703616	0	0	0.000251889	0	0.001559576	0.000680272	0	0	0.000220702	0	0	0.000816327	0.00249421	0.00122474	0	0	0.000182415	0.001546392	0	0	0
C.Gammaproteobacteria.09	0.001265823	0.000277546	0.000823808	0.00104227	0	0.000230787	0.001135074	0.00024564	0.00130719	0.001822701	0.002663116	0.000564334	0	0.000637484	0	0	0	0	0.001485884	0.000495786	0.00024573	0.000874891	0	0	0.000155958	0	0	0	0.000494193	0	0	0.003669725	0	0	0.000648508	0	0.000503778	0	0.001663548	0.000952381	0	0	0.001986316	0	0.001384083	0.000272109	0.001425263	0	0	0.000226091	0	0.000515464	0	0	0
C.Gammaproteobacteria.10	0.001898734	0.002220372	0.000720832	0.000926462	0	0.001153935	0.003178207	0.00024564	0.001143791	0.0009942	0	0	0	0.001699958	0	0	0	0	0.000742942	0.000165262	0.000491461	0	0	0	0.001247661	0	0	0	0.00148258	0.001980198	0.002570694	0.001834862	0	0	0.001945525	0	0.000251889	0	0.000311915	0.000544218	0	0	0.000220702	0	0.001384083	0.000544218	0.000890789	0	0	0	0	0	0	0	0
C.Gammaproteobacteria.11	0.000949367	0.001387732	0.001235712	0.000231616	0.000373832	0.000923148	0.000227015	0	0.000898693	0.0004971	0	0	0.00066357	0.000212495	0.000576369	0	0	0	0	0.000661048	0.000122865	0	0	0.000128617	0.000467873	0	0	0.00071582	0.001235483	0	0	0.001834862	0.001589825	0.001351808	0	0	0.000251889	0	0.000727802	0.001360544	0	0.000464857	0	0	0.000692042	0.001360544	0.000712631	0	0	0	0	0.001030928	0	0	0
Campylobacter.01	0.003797468	0	0.000102976	0.001852924	0.003738318	0.000230787	0	0.008351756	0.003921569	0.001657001	0	0.001693002	0.00464499	0.001699958	0.001152738	0	0.001459854	0.001960784	0.001485884	0.003139977	0.002334439	0.003062117	0	0.001157556	0.001247661	0	0.000381898	0.005726557	0	0	0	0	0	0.001013856	0.003242542	0.002630195	0.001259446	0	0.001247661	0.000952381	0	0.001859427	0.001103509	0.001776199	0.002076125	0.000816327	0.000178158	0.003061849	0.001915709	0.000678273	0.002006567	0	0	0.003472222	0.001715266
Capnocytophaga.01	0.000949367	0	0	0.000926462	0.000373832	0	0	0.001965119	0.000571895	0.0001657	0	0.001128668	0.00132714	0.002124947	0	0	0.004379562	0.003921569	0.000742942	0.003966287	0.001474383	0.001749781	0	0.011318328	0.00062383	0	0	0.00071582	0	0.001980198	0	0	0.004769475	0.002703616	0.003891051	0.002104156	0.000755668	0.002186589	0.001663548	0.000680272	0	0.001022685	0.000441404	0	0.002768166	0.00244898	0	0.00183711	0	0.000226091	0.000182415	0.000515464	0.00135318	0	0
Carnobacterium.01	0.001265823	0.013044685	0.004839872	0.002200347	0.001121495	0	0	0.00024564	0.003186275	0.003314002	0.005326232	0.002257336	0	0.001912452	0.001729107	0	0	0.003921569	0.002228826	0.000991572	0.001105787	0.001312336	0	0.000128617	0.001091703	0.000413964	0	0.003579098	0	0.003960396	0.020565553	0.009174312	0.00317965	0.004055424	0	0.000526039	0	0.001457726	0.000935745	0.000680272	0.002870813	0.0006508	0.001103509	0.001776199	0.001384083	0.001904762	0.00249421	0.00122474	0.009578544	0	0.000547246	0.001030928	0.00405954	0	0.000571755
Catonella.01	0.001582278	0	0	0.001389693	0.002242991	0	0	0.00098256	0.000980392	0.0003314	0.001331558	0	0.00066357	0.001274968	0.002881844	0	0.002919708	0.001960784	0	0.000495786	0.000368596	0.000874891	0	0.004630225	0	0	0	0.002147459	0	0	0	0	0.001589825	0.001351808	0.001297017	0.000526039	0.001763224	0.005102041	0.001455604	0.000816327	0.007655502	0.013573819	0.007503862	0	0.000692042	0.001088435	0	0.002449479	0	0.000226091	0.003648304	0	0.00541272	0.011574074	0.004574042
Chryseobacterium.01	0.000632911	0	0	0.005211349	0	0	0.001589103	0	0.000408497	0.0001657	0	0.007900677	0	0.000212495	0.001152738	0	0	0	0	0	0.000737191	0	0	0	0.000311915	0	0	0	0.003953546	0	0	0.001834862	0	0.000675904	0	0.000526039	0	0	0.001975463	0	0	0	0.000662105	0	0.000692042	0.000272109	0.009264208	0.00183711	0	0.000226091	0.000547246	0.001030928	0	0	0.000571755
Corynebacterium.01	0.029746835	0.018873161	0.003295232	0.001505501	0.001121495	0.000461574	0.016572077	0.00024564	0.003022876	0.004639602	0.005326232	0.002539503	0	0.003399915	0.002881844	0	0.033576642	0	0.005200594	0.00082631	0.000614326	0.001749781	0.003674782	0	0.004678727	0.000827929	0.032270384	0.004294918	0.002718063	0.007920792	0.007712082	0.00733945	0.001589825	0.000337952	0	0.000526039	0.001763224	0.002915452	0.001663548	0.00122449	0.000956938	0.000185943	0.004193335	0.003552398	0.001384083	0.001632653	0.001068947	0.003674219	0.005747126	0.005652272	0.002006567	0.004123711	0.00541272	0.00462963	0.001143511
Corynebacterium.02	0.006012658	0	0.000102976	0.000115808	0	0	0	0	0	0.001822701	0.001331558	0	0	0	0.000576369	0	0.001459854	0	0.00371471	0	0.000122865	0	0.050068902	0	0.001559576	0	0	0	0.000247097	0	0.002570694	0.001834862	0	0	0	0	0	0	0.000935745	0.001496599	0.001913876	0	0.001986316	0	0	0.000544218	0	0	0	0	0	0	0	0	0
Dolosigranulum.01	0	0	0	0.003126809	0.002616822	0	0	0.003930238	0.002696078	0.0008285	0	0	0.00199071	0.001062473	0.001152738	0	0.001459854	0.001960784	0	0.001322096	0.000982922	0.001749781	0	0.013376206	0.000935745	0	0	0.00071582	0	0.001980198	0	0	0.00317965	0.002027712	0.003891051	0.000526039	0	0.000728863	0.002599293	0.000816327	0	0	0.001103509	0	0.002768166	0.001904762	0	0.00122474	0.005747126	0.000678273	0	0	0	0	0.000571755
Dyella.01	0	0	0.000308928	0.000694847	0.001121495	0.001615509	0.000908059	0.00024564	0.000571895	0.003479702	0.003994674	0	0	0.001487463	0.001152738	0.004032258	0	0.001960784	0	0.000495786	0.000860057	0.003499563	0	0	0.001559576	0.004139644	0.016612564	0.001431639	0.00148258	0	0	0	0	0.00168976	0.001945525	0.001052078	0.000503778	0.000728863	0.00062383	0.000272109	0	0.000371885	0.002207018	0	0.003460208	0.001360544	0.000178158	0.00183711	0	0.000678273	0.000547246	0	0	0.001157407	0
Eubacterium.01	0.004113924	0	0	0.001389693	0	0	0	0.002702039	0.000653595	0.0003314	0	0.001693002	0.00132714	0.001912452	0.002881844	0	0	0.003921569	0	0.003470501	0.000982922	0.001312336	0	0.00488746	0.002495321	0	0	0.005010737	0	0	0	0	0	0.001351808	0.003891051	0.004208311	0.004282116	0	0.001247661	0.000544218	0	0.001580513	0.001544913	0.005328597	0.000692042	0.001632653	0	0.00122474	0.003831418	0.011982817	0.003101058	0.00257732	0	0.00462963	0
F.Alcaligenaceae.01	0.00664557	0.000832639	0.000411904	0.000810654	0.000373832	0.010385414	0.031328036	0.00024564	0.000898693	0.0006628	0	0.013544018	0.00132714	0.001487463	0.002881844	0.002016129	0.008759124	0.001960784	0.002971768	0.000495786	0.002703035	0.000874891	0	0	0.001715533	0.01407479	0.000381898	0.002863278	0.00074129	0	0	0	0	0.01182832	0.001297017	0.001052078	0.000503778	0	0.001559576	0.004081633	0.001913876	0.000557828	0.00485544	0	0.004844291	0.000544218	0	0.002449479	0.001915709	0	0.000182415	0.001030928	0.00947226	0	0.001715266
F.Burkholderiaceae.01	0	0.002497918	0.000720832	0.000231616	0	0.001153935	0	0	0.001062092	0.001657001	0	0.000846501	0	0.000212495	0.000576369	0	0	0	0	0.000661048	0.001474383	0	0.001378043	0	0.003119152	0.001655858	0.00572847	0	0.00074129	0.007920792	0	0.001834862	0	0.000675904	0.000648508	0	0	0	0.000415887	0.000408163	0.003827751	0	0	0.005328597	0.001384083	0.001088435	0.012114734	0	0	0	0.001094491	0	0	0	0
F.Burkholderiaceae.02	0	0.001942825	0.000308928	0.000231616	0.000373832	0.000692361	0	0	0.000980392	0.0006628	0	0.000846501	0	0.000424989	0	0	0	0	0	0.000330524	0.000860057	0	0.000459348	0	0.001403618	0.001103905	0.003246133	0	0.00074129	0	0	0.001834862	0	0	0.000648508	0.000526039	0.000503778	0	0.000311915	0	0	0	0	0	0.001384083	0.000544218	0.010154997	0	0	0	0.00036483	0.001546392	0	0	0
F.Carnobacteriaceae.01	0.000316456	0	0.000102976	0.003590041	0.002242991	0.003231018	0.003405221	0.003438958	0.002205882	0.002816901	0.005326232	0.007054176	0.00331785	0.002974926	0.012103746	0.002016129	0.00729927	0.011764706	0.010401189	0.003966287	0.003685957	0.003499563	0	0.008360129	0.004678727	0.012418932	0	0.005726557	0.000988386	0.011881188	0	0	0.012718601	0.00337952	0.005188067	0.005786428	0.011838791	0.029154519	0.003431067	0.004217687	0.001913876	0.014875418	0.009048775	0.008880995	0.005536332	0.003809524	0	0.003061849	0.011494253	0.002260909	0.012404232	0.011340206	0.0067659	0.012731481	0.002858776
F.Comamonadaceae.01	0.032911392	0.011934499	0.004324992	0.004169079	0.000747664	0.023771059	0.051986379	0.001719479	0.005147059	0.008782104	0.007989348	0.005079007	0.00464499	0.006374841	0.01037464	0	0.013138686	0.009803922	0.006686478	0.002644191	0.00540607	0.001312336	0.005512173	0.002958199	0.002963194	0.001931834	0.003437082	0.022190408	0.008895478	0.015841584	0.01285347	0.014678899	0.0063593	0.006421088	0.001945525	0.002104156	0.001007557	0	0.005718445	0.005714286	0.013397129	0.003161026	0.005958949	0.003552398	0.008304498	0.005714286	0.009798682	0.007348438	0.003831418	0.000678273	0.000182415	0.011340206	0.01217862	0.003472222	0.018867925
F.Comamonadaceae.02	0.002848101	0	0.000308928	0.001158078	0	0.000692361	0.002043133	0.00073692	0.000653595	0.0004971	0	0.00282167	0.00066357	0.001274968	0.001152738	0	0	0	0.002228826	0.001156834	0.004546013	0.005686789	0	0	0.000935745	0	0.008019859	0.002147459	0	0.001980198	0	0	0.001589825	0.000675904	0.001945525	0.006312467	0	0	0.000831774	0.000272109	0	0.000371885	0.000441404	0.003552398	0.000692042	0.000544218	0.000356316	0.002449479	0	0.000452182	0	0	0.00270636	0	0.003430532
F.Enterobacteriaceae.01	0.004746835	0.007771302	0.001750592	0.001505501	0.000373832	0.001153935	0.007264472	0.00049128	0.001552288	0.003645402	0.001331558	0	0.00066357	0.001062473	0.002305476	0.002016129	0.004379562	0	0	0.001817881	0.001597248	0.000437445	0.002756086	0.000257235	0.002183406	0.000137988	0.001527592	0.001431639	0.000247097	0.007920792	0.017994859	0.00733945	0.00317965	0	0	0	0.000251889	0	0.001351632	0.002585034	0.002870813	0.001580513	0.001103509	0.001776199	0.000692042	0.002176871	0.001068947	0.00061237	0	0	0	0.005670103	0	0	0.001715266
F.Erysipelotrichaceae.01	0	0.000277546	0	0	0	0.000923148	0	0	0.000816993	0.0003314	0	0	0	0	0	0.028225806	0	0	0	0	0	0.001312336	0	0	0	0.003449703	0.008783655	0	0.000247097	0	0	0	0	0	0	0	0	0	0	0	0.001913876	0	0	0	0	0.000272109	0	0	0	0	0	0	0.00135318	0	0
F.Neisseriaceae.01	0	0	0.000102976	0.000926462	0	0	0	0.00024564	0.002696078	0.001325601	0	0	0	0.001062473	0	0	0	0.001960784	0	0	0.000122865	0.000437445	0	0	0.000311915	0.000275976	0.006301318	0.005010737	0.00074129	0	0	0	0	0	0	0	0	0	0.000727802	0	0.000956938	0	0.000220702	0	0	0	0	0	0	0	0.00036483	0	0.00135318	0	0
F.Pasteurellaceae.01	0.015506329	0.007493755	0.008444033	0.013549508	0.007476636	0.001384722	0.000681044	0.005649718	0.011601307	0.005302403	0.066577896	0.023984199	0.01393497	0.012962176	0.025936599	0.036290323	0.023357664	0.047058824	0.046062407	0.013882003	0.010689274	0.012685914	0.000459348	0.011575563	0.016843419	0	0.003055184	0.015748031	0.001729676	0.00990099	0.007712082	0.00733945	0.042925278	0.025008449	0.011673152	0.022093635	0.029219144	0.096209913	0.013828239	0.01414966	0.021052632	0.039884716	0.035312293	0.008880995	0.008304498	0.01877551	0.000356316	0.023270055	0.024904215	0.126836988	0.05144108	0.009278351	0.027063599	0.064814815	0.034305317
F.Pasteurellaceae.02	0.004113924	0.001387732	0.000411904	0.012623046	0.013084112	0.004384953	0.000227015	0.019159912	0.007271242	0.007290804	0.025299601	0.001693002	0.01791639	0.014024649	0.02074928	0.006048387	0.013138686	0.007843137	0.016344725	0.006114692	0.010689274	0.008311461	0	0.015176849	0.005614473	0	0.000190949	0.006442377	0.001976773	0.075247525	0.002570694	0.003669725	0.034976153	0.003041568	0.009727626	0.006312467	0.016624685	0.023323615	0.007485964	0.003129252	0.010526316	0.019523987	0.021849481	0.01598579	0.007612457	0.006530612	0.002672368	0.014696877	0.12835249	0.002939182	0.00529004	0.012886598	0.01488498	0.003472222	0.018296169
F.Prevotellaceae.01	0.005696203	0.000277546	0.000411904	0.003474233	0.005607477	0	0.003178207	0.003438958	0.003594771	0.001325601	0.009320905	0.002257336	0.0066357	0.004887378	0.004034582	0	0.005839416	0.005882353	0.007429421	0.004131549	0.002703035	0.003499563	0	0.045530547	0.009513412	0	0	0.003579098	0	0.001980198	0	0	0.001589825	0.012842176	0.005836576	0.005260389	0.008312343	0.005102041	0.003223123	0.001360544	0	0.001673485	0.001986316	0	0.004152249	0.005986395	0.003384999	0.003674219	0.001915709	0.01537418	0.000729661	0.019072165	0.00947226	0	0.005717553
F.Prevotellaceae.02	0.000949367	0.011656953	0.002780352	0.005095541	0.001495327	0	0	0.001228199	0.001143791	0.003645402	0.009320905	0.001693002	0.00132714	0.003824904	0.003458213	0.002016129	0.001459854	0	0.002971768	0.006610478	0.001105787	0.004374453	0	0	0.000311915	0	0.000190949	0.002863278	0.005189029	0.005940594	0.005141388	0.003669725	0.004769475	0.001013856	0.003242542	0.003156234	0.004282116	0	0.001455604	0.00244898	0.003827751	0.002975084	0.004634738	0.003552398	0.003460208	0.005170068	0	0.003061849	0.003831418	0.004747909	0.002006567	0	0.00405954	0.00462963	0.002858776
F.Prevotellaceae.03	0.001582278	0.001110186	0.000926784	0.000926462	0.001121495	0	0	0.00098256	0.000490196	0.002982601	0.003994674	0.003668172	0.00132714	0.000849979	0	0	0.001459854	0	0	0.001487357	0.001597248	0.000437445	0	0	0.001715533	0	0	0.001431639	0.000494193	0.005940594	0	0	0	0	0	0.000526039	0.000755668	0	0.000311915	0.000408163	0	9.30E-05	0.000220702	0	0.000692042	0.001904762	0	0.00122474	0	0.000678273	0.000729661	0	0	0	0.000571755
F.Pseudomonadaceae.01	0.018987342	0.088259784	0.038204098	0.028604517	0.010093458	0.05585045	0.169125993	0.010316875	0.045833333	0.061474731	0.037283622	0.033577878	0.0199071	0.024649384	0.016714697	0.002016129	0.024817518	0.019607843	0.010401189	0.01536936	0.021132817	0.018810149	0.015158475	0.006945338	0.030723643	0.000137988	0.000381898	0.033643522	0.075364468	0.017821782	0.048843188	0.093577982	0.034976153	0.018925313	0.023346304	0.011046817	0.00906801	0.000728863	0.017675192	0.017006803	0.022966507	0.002603198	0.023835798	0.026642984	0.024221453	0.017687075	0.0612863	0.024494795	0.013409962	0.003617454	0.007114192	0.042783505	0.027063599	0.005787037	0.018296169
F.Pseudomonadaceae.02	0.002848101	0.012212046	0.006590464	0.005442965	0.001121495	0.005538888	0.019296254	0.001228199	0.007352941	0.011267606	0.005326232	0.00479684	0.00199071	0.005524862	0.000576369	0	0	0.001960784	0	0.002974715	0.003563091	0.002624672	0.001837391	0.000257235	0.004990643	0	0.000190949	0.008589835	0.008648382	0	0.010282776	0.00733945	0.004769475	0.004055424	0.003891051	0.003682272	0.003274559	0.001457726	0.006238303	0.007346939	0.000956938	0.000557828	0.005517546	0.005328597	0.005536332	0.004353741	0.015143417	0.005511329	0.001915709	0	0.001641737	0.012371134	0.00541272	0	0.004002287
F.Rhodocyclaceae.01	0	0	0.000102976	0	0	0	0.010215664	0	8.17E-05	0.0003314	0	0.008182844	0.00066357	0.000424989	0	0	0.004379562	0	0	0	0.00024573	0.000437445	0.003215434	0	0.000467873	0	0	0	0	0	0	0	0	0	0.000648508	0	0	0	0	0	0	0.000278914	0	0	0	0	0	0.00122474	0	0	0	0	0	0.001157407	0
F.Xanthomonadaceae.01	0.023417722	0.001942825	0.00102976	0.001158078	0.000747664	0.00761597	0.00476731	0.001473839	0.002205882	0.002319801	0	0.003950339	0.00066357	0.002549936	0.001152738	0	0.002919708	0.007843137	0.005943536	0.000330524	0.001842978	0.001312336	0.012402389	0.002057878	0.002183406	0.011177039	0.003437082	0.006442377	0.004694836	0	0.002570694	0	0.001589825	0.00506928	0.000648508	0.001578117	0.000503778	0.000728863	0.003119152	0.001496599	0.000956938	0.000557828	0.001986316	0	0.002768166	0.000816327	0.003384999	0.002449479	0.001915709	0.000452182	0.00036483	0.003608247	0	0.001157407	0.004574042
Fusobacterium.01	0.015189873	0.000277546	0.000308928	0.013896931	0.015700935	0.01915532	0.000227015	0.019405551	0.010866013	0.005302403	0.009320905	0.004514673	0.01592568	0.013387165	0.02074928	0.048387097	0.016058394	0.023529412	0.017087667	0.010080978	0.011426465	0.01399825	0.000459348	0.023665595	0.011696818	0.025941769	0	0.026485326	0	0.001980198	0.005141388	0	0.023847377	0.016897601	0.009079118	0.013150973	0.029219144	0.064139942	0.016531503	0.008707483	0.019138756	0.054760134	0.027146325	0.003552398	0.013148789	0.009251701	0.003919473	0.015309247	0.011494253	0.022609089	0.026450201	0.012886598	0.02165088	0.040509259	0.02915952
Fusobacterium.02	0.000949367	0.000277546	0.000411904	0.001621309	0.053831776	0.020078468	0	0.00049128	0.000326797	0.0008285	0	0	0.00199071	0.001912452	0	0	0	0	0	0.000165262	0.000614326	0.000437445	0	0	0.002027449	0.0081413	0	0.001431639	0.000247097	0	0	0	0	0	0.001297017	0.001052078	0.005541562	0.000728863	0.000415887	0.000272109	0	0	0.002207018	0	0.001384083	0.000816327	0	0.00122474	0.001915709	0	0	0	0	0	0
Gemella.01	0.001265823	0.000277546	0.000411904	0.002547771	0.006728972	0.002769444	0	0.002702039	0.001797386	0.0004971	0.002663116	0.001410835	0.00132714	0.000849979	0.005763689	0.004032258	0.004379562	0.011764706	0.007429421	0.001156834	0.002088709	0	0	0.000514469	0.001247661	0.005105561	0	0.005726557	0	0.001980198	0	0	0.004769475	0.00168976	0.002594034	0.001052078	0.007556675	0.016034985	0.001767519	0.001088435	0.002870813	0.01496839	0.002648422	0	0.002768166	0.001360544	0.000534474	0.00061237	0.001915709	0.000904364	0.002736228	0	0.01623816	0.008101852	0.010291595
Gp2.01	0	0.015542603	0.004736896	0.001158078	0.002242991	0.003461805	0.000227015	0.00024564	0.004820261	0.006959403	0.001331558	0	0.00331785	0.002762431	0.000576369	0	0.001459854	0.001960784	0.000742942	0.001817881	0.001105787	0.001312336	0	0.000128617	0.000779788	0.014212778	0.041054039	0.003579098	0.005436126	0.01980198	0.010282776	0.009174312	0	0.000337952	0	0.000526039	0.001763224	0	0.001455604	0.000408163	0.001913876	9.30E-05	0.003531229	0.001776199	0.002768166	0.000544218	0.003206841	0.00061237	0	0.000678273	0.00036483	0.002061856	0.00270636	0	0
Gp2.02	0.000949367	0.010824313	0.00308928	0.001852924	0.000747664	0.004154166	0	0.00049128	0.002859477	0.003976802	0.001331558	0.003386005	0.00132714	0.000849979	0.001152738	0	0.002919708	0	0	0.002313667	0.000982922	0.000437445	0	0	0.002807236	0.005519525	0.010120298	0	0.003459353	0.003960396	0.007712082	0.003669725	0	0.001351808	0.001297017	0.002630195	0.001259446	0	0.000727802	0.000544218	0.000956938	0.000185943	0.000882807	0.001776199	0.003460208	0.001904762	0.011936576	0.00183711	0.003831418	0.000452182	0.00036483	0.00257732	0	0	0.002287021
Lactobacillus.01	0.001265823	0.001942825	0.001853568	0.000463231	0.000747664	0	0.000227015	0	0.001470588	0.006130903	0	0	0.00132714	0.000424989	0.000576369	0	0	0	0	0.000165262	0.000737191	0.000437445	0	0.000128617	0	0	0	0.002863278	0.00222387	0	0.005141388	0	0	0	0	0.000526039	0.000755668	0.001457726	0.001039717	0.003537415	0.002870813	0.000464857	0.000220702	0.003552398	0	0	0.008907892	0.00061237	0	0.000452182	0.000182415	0	0	0	0.002287021
Marinobacter.01	0	0.000555093	0.000720832	0.001852924	0	0.001615509	0	0.00049128	0.000245098	0.002485501	0	0.003668172	0	0.001912452	0	0	0	0.001960784	0	0	0.000368596	0.000874891	0	0.000257235	0.000311915	0	0	0	0.00148258	0.001980198	0	0	0	0.00168976	0	0	0.001259446	0	0.001871491	0.001088435	0.001913876	0.0006508	0	0	0	0.000272109	0	0.00122474	0	0.000226091	0.00036483	0.003092784	0	0	0
Megasphaera.01	0.001898734	0	0	0.001273885	0.001495327	0	0	0.002456399	0.001470588	0.0004971	0	0	0.00265428	0.002337442	0.002881844	0.002016129	0	0.003921569	0	0.002478929	0.002211574	0.002624672	0	0	0.003431067	0	0	0	0	0	0	0	0	0.002027712	0.002594034	0.001578117	0.001007557	0	0.001247661	0.000544218	0.002870813	0.00139457	0.002648422	0.003552398	0.000692042	0.001360544	0.000178158	0.00122474	0	0.008365363	0.001641737	0.001030928	0	0.001157407	0
Metascardovia.01	0	0	0.000102976	0.000115808	0.001495327	0.006692823	0	0.00024564	0.000163399	0.0003314	0	0	0.00066357	0.000637484	0	0	0	0.001960784	0	0.000495786	0	0	0	0	0.001247661	0.016834552	0	0	0	0	0	0	0	0	0	0.000526039	0	0	0.000207943	0.000136054	0	0	0	0	0	0.000272109	0.000712631	0	0	0	0	0	0	0	0
Microbacterium.01	0.005379747	0.000277546	0	0.000926462	0	0	0.010669694	0.001228199	0.000653595	0.0004971	0.001331558	0.009875847	0.00066357	0.000424989	0	0	0.001459854	0.001960784	0	0.000495786	0.000982922	0	0.001378043	0.002958199	0.000935745	0	0	0.003579098	0	0.003960396	0	0	0.00317965	0	0	0.001578117	0	0.000728863	0.000415887	0.000408163	0	0.0006508	0.001103509	0.001776199	0.001384083	0.000272109	0.011045787	0.00122474	0.001915709	0	0.000912076	0.002061856	0	0	0.001715266
Mogibacterium.01	0.00664557	0	0.000102976	0.000810654	0.001121495	0	0	0.001719479	0.001062092	0.0006628	0.002663116	0.002539503	0.00199071	0.000849979	0.000576369	0	0	0.003921569	0.006686478	0.001652619	0.001351517	0.004811899	0	0.003086817	0.003742982	0	0	0.003579098	0	0	0	0	0	0	0.005836576	0.001578117	0.002015113	0.000728863	0.001663548	0.000408163	0	0.004183711	0.002869124	0	0.002076125	0.003537415	0	0.002449479	0	0.006330545	0.001824152	0.007216495	0.0067659	0.003472222	0
